adsh,fraud,AccountsReceivable,Cash,CashFlowfromOps,CurrentLiabilities,Depreciation,Expenses,IntangibleAssets,OtherCurrentAssets,OtherIncome,OtherLiabilities,PPE,Sales,ShareholdersEquity,sum_of_first_digits,total_deviation
0000034782-18-000033,0.0,44588347000.0,-746893000.0,315929000.0,149553000.0,288636000.0,3005004000.0,366118000.0,16161083000.0,1309867000.0,20132997000.0,892739000.0,81237000.0,30586238002.151,1396,0.007790049361
0000034903-18-000009,0.0,7985650000.0,-876459969.2960001,1251928000.0,2064463000.0,29413748000.0,3048342209.83,657374000.0,14663786019.52,2839324000.0,15860954000.0,39183794000.0,6498343000.0,44728831117.14,1216,0.009523954761
0000036047-18-000015,0.0,581733000.0,-818651000.0,2260190000.0,4175703000.0,4627495000.0,8083709000.0,13155985000.0,26904717000.0,3128839000.0,24777607000.0,4419396000.0,10874731000.0,19596876001.0,1310,0.006719924871
0000037785-18-000019,0.0,4709500000.0,2273400000.0,905400000.0,3979400000.0,1272300000.0,12604700000.0,15707500000.0,63017500000.0,4434700000.0,29240500000.0,8664100000.0,18198700000.0,54680600002.179985,1916,0.0015618123929999998
0000037808-18-000005,0.0,74573895000.0,-406115997.60000014,797757000.0,147371000.0,617006000.0,11600585111.82,12293475000.0,139650597000.0,7309174000.0,64620182000.0,2771225000.0,4148872000.0,115650139000.04,1922,0.0066897291280000005
0000037996-18-000015,0.0,1415251000000.0,117085000000.0,54172000000.0,94769000000.0,45640000000.0,1121027000000.0,536000000.0,1513566000000.0,145801000000.0,900613000000.0,111909000000.0,1075120000000.0,1356988000002.1,1176,0.0036744917580000002
0000038009-18-000030,0.0,1826227000000.0,-7182000000.0,17606000000.0,246499000000.0,47788000000.0,30304000000.0,0.0,594471000000.0,190590000000.0,549751000000.0,67036000000.0,126940000000.0,1017265000000.0,1210,0.002502762929
0000038725-18-000039,0.0,332979000.0,218696001.2025,282663000.0,974305000.0,697818000.0,2234566000.0,1950857000.0,7599114000.0,502467000.0,1238548000.0,3004935000.0,7580588000.0,8556559000.200002,1080,0.004681878178000001
0000038777-18-000018,0.0,2202700000.0,52557500000.0,766600000.0,4830800000.0,40800000.0,4349100000.0,4462800000.0,54874300209.33,329900000.0,10913700000.0,1216200000.0,4049600000.0,162661800002.63,672,0.010630867169999999
0000039263-18-000016,0.0,116184675000.0,18620444006.5,1355222000.0,152882000.0,666920000.0,9718051001.11,1402183000.0,280888881010.23,3991917000.0,117554582000.0,4240765000.0,3394298000.0,193524834004.06,2030,0.01146258463
0000039899-18-000011,0.0,844841000.0,1921805000.0,1720871000.0,1683486000.0,1652991000.0,9121562000.0,37006950000.0,22577529000.0,689012000.0,49297293000.0,5689897000.0,16659259000.0,60511001003.59,1172,0.005329973366
0000039911-18-000048,0.0,560000000.0,9488000000.0,4722000000.0,9991000000.0,15253000000.0,20939000120.03,367000000.0,51444000000.0,412000000.0,20143000000.0,32693000000.0,155998000000.0,43895000002.91,1096,0.006798923724
0000040211-18-000023,0.0,15679400000.0,516400000.0,1668000000.0,8636300000.0,7326200000.0,7124600327.789998,163600000.0,44589900052.62,3394300000.0,48247100000.0,37182600000.0,8946600000.0,49355300006.05,1382,0.002946691591
0000040533-18-000008,0.0,33701000000.0,23551000000.0,17368000000.0,11270000009.16,20811000000.0,173047000882.88,71938000000.0,379301000082.74,5714000000.0,189247000000.0,70867000000.0,504096000000.0,378785000002.0,1272,0.01043193775
0000040545-18-000014,0.0,455077000000.0,1311777000000.0,190832000000.0,333734000000.0,65995000000.0,1373103000000.0,637789000000.0,2611154000000.0,404519000000.0,2387030000000.0,640044000000.0,1354119000000.0,2637284000005.75,2976,0.001168111222
0000040729-18-000035,0.0,1299360000002.0,25555000000.0,13757000000.0,5582000000.14,24571000000.0,76276000000.0,496000000.0,1783355000000.0,88607000000.0,1057735000000.0,51159000000.0,99641000000.0,443629000026.34,2092,0.006904470675999999
0000040888-18-000003,0.0,1542900000.0,1766400000.0,439200000.0,1215900000.0,1557800000.0,13890100000.0,1131900000.0,20818700000.0,837000000.0,16852200000.0,3055200000.0,9159500000.0,7584900002.300001,1462,0.002449400607
0000040888-18-000007,0.0,1542900000.0,1766400000.0,439200000.0,1215900000.0,1557800000.0,13890100000.0,1131900000.0,20818700000.0,837000000.0,16852200000.0,3055200000.0,9159500000.0,7584900002.300001,1462,0.002449400607
0000040987-18-000002,0.0,4464137000.0,2000190000.0,2942673000.0,9203879000.0,4213206000.0,47494478623.0,14880436000.0,102414646485.94,14842518000.0,47380967000.0,15908863000.0,76348048000.0,53484388011.79,1294,0.005620302975
0000042316-18-000013,0.0,65683133.0,83326915.0,26055663.0,180927854.0,99127998.0,513097464.0,6120846.0,357861836.0,0.0,230294344.0,265149382.0,625829161.0,465765288.2,586,0.0172661868
0000042888-18-000009,0.0,549710000.0,1078739000.0,805284000.0,331910000.0,846342000.0,4191506344.520001,2462714000.0,11037747000.0,1881646000.0,5009096000.0,2007912000.0,6894559000.0,8913743004.29,1090,0.008550600134
0000043920-18-000006,0.0,1119300000.0,426100000.0,-97800000.0,1163300000.0,2573500000.0,1597800000.0,2567800000.0,11944700000.0,642000000.0,9959700000.0,12286700000.0,1726600000.0,16333700000.0,540,0.01040268829
0000045012-18-000059,0.0,9041000000.0,14453000000.0,3671000000.0,28055000000.0,28341000000.0,150323000000.0,7800000000.0,123732000000.0,9267000000.0,90726000000.0,59685000000.0,120798000000.0,151251000007.16,952,0.01006353385
0000045876-18-000014,0.0,1099500000.0,382053000.0,458540000.0,2447349000.0,3459474000.0,9989471033.63,2073189000.0,17371699000.0,1512734000.0,8883791000.0,6996587000.0,15062386000.0,15587719004.467,1436,0.004589725745
0000045919-18-000022,0.0,146542000.0,253829004.25,34152000.0,111187000.0,346419000.0,2331995000.0,1334364000.0,951648000.0,323402000.0,1206046000.0,559410000.0,2032649000.0,4804034006.25,1028,0.005780102979
0000045947-18-000006,0.0,1885000639.0,5845000000.0,2477000000.0,-211000000.0,26000000.0,85198000003.0,0.0,1018402000396.0,1212000000.0,658932000285.0,18603000000.0,11727000000.0,385315011380.0,1128,0.002504516779
0000046195-18-000025,0.0,100276474000.0,1603588000.0,990407000.0,326621000.0,754325000.0,13016767345.2,91292000.0,119808261000.0,7182790000.0,47534254000.0,1309283000.0,388013000.0,68642656005.75,1916,0.005564305883
0000046250-18-000005,0.0,110628000.0,343000.0,45553000.0,57382000.0,242839000.0,1023936000.0,880416000.0,1763284000.0,5257000.0,1038240000.0,855407000.0,972558000.0,1853685000.96,440,0.01289677788
0000046619-18-000016,0.0,1352448000.0,209160000.128,100980000.0,470976000.0,379950000.0,940818000.0,7364457000.0,9392209000.0,5026000.0,4543869000.0,1594957000.0,2124495000.0,16101640000.02,554,0.009296595
0000047111-18-000011,0.0,1263262000.0,399129000.0,3676387000.0,3888313000.0,6200815000.0,19328689534.11,6692102000.0,35844231000.0,2541706000.0,28930516000.0,31246895000.0,37297840000.0,56574773001.0,1192,0.0042648818589999995
0000047217-18-000008,0.0,32577000000.0,50613000000.0,1791000000.0,46076000000.0,8201000000.0,27755000079.0,14372000000.0,213789000000.0,347000000.0,87210000000.0,17982000000.0,53489000000.0,87843000000.59,776,0.006787233744
0000047518-18-000005,0.0,1083000000.0,886400000.0,164100000.0,220100000.0,1294300000.0,1490100000.0,12261300000.0,17150800000.0,89600000.0,18080900000.0,1431900000.0,2424200000.0,20936100000.35,514,0.008290506367000001
0000048039-18-000012,0.0,2673174000.0,2536589005.28,2544906000.0,4101636000.0,5235738000.0,131394586000.0,12516413000.0,55192555000.0,2131864000.0,17483825000.0,25470537000.0,100836837000.0,87672029002.01999,1564,0.002013508378
0000048287-18-000059,0.0,491161000.0,-127987996.73499998,534157000.0,2242262000.0,1451079000.0,5200001545.42,4582625000.0,6680299041.66,1500986000.0,2560378000.0,6835195000.0,6683790000.0,9040544007.265,1178,0.005215500449
0000048465-18-000014,0.0,1268024000.0,1674256000.0,499426000.0,1466924000.0,3238268000.0,3888217000.0,10195837000.0,24471863000.0,1168769000.0,5482188000.0,8365851000.0,4611520000.0,51087181001.0575,500,0.01036396873
0000048732-18-000005,0.0,676000000.0,-837000000.0,2909000000.0,4226000000.0,10461000000.0,11593000000.0,0.0,41993000000.0,1474000000.0,41088000000.0,40170000000.0,14960000000.0,33340000000.0,772,0.01653815142
0000049071-18-000014,0.0,3230000002.43,13952000003.79,6855000000.0,9343000000.0,7367000000.0,610188500993.63,18439000000.0,172401000000.0,3177000000.0,70543000000.0,195006000000.0,435864000000.0,159299000250.4034,1330,0.001807337388
0000049196-18-000008,0.0,884619000000.0,-3231000000.0,4202000000.0,1619000000.0,3240000000.0,40537000065.13,8177000000.0,341113000039.13,27951000000.0,389510000000.0,6157000000.0,136000000.0,355763000000.91,2022,0.0035593590029999998
0000049600-18-000009,0.0,1843607000.0,-276908000.0,424944000.0,576930000.0,10683318000.0,1505341000.0,83208000.0,4483733000.0,2175141000.0,9658348000.0,16994779000.0,2518665000.0,10434318007.3002,1008,0.003417175359
0000049728-18-000018,0.0,22240000.0,5380000.0,2744000.0,28700000.0,79249000.0,41248062.74000001,0.0,269842002.8,28187000.0,261190000.0,230879000.0,42132000.0,207121000.04,470,0.03731242032
0000049754-18-000003,0.0,4154224000.0,1097858022.12,337586000.0,1585344000.0,1221794000.0,1395737209.63,8389748000.0,8262241045.0599985,14891000.0,10144880000.0,2837575000.0,5506274000.0,7486045022.330002,1288,0.008184278018
0000049826-18-000017,0.0,5774000000.0,15085000007.035,7030000000.0,8920000000.0,9415000000.0,59588000517.38001,41936000000.0,110906000556.74,2233000000.0,68426000000.0,24505000000.0,69616000000.0,141101000007.35,1294,0.00292257451
0000050104-18-000054,0.0,6244000000.0,4496000000.0,5138000000.0,10696000000.0,14517000000.0,150338000000.0,16304000000.0,122545000034.0,13458000000.0,75511000000.0,67547000000.0,149818000000.0,190198002081.21,1440,0.004027483531
0000050493-18-000007,0.0,162586852.0,-20303413.0,54581563.0,598932794.0,55069484.0,1973456367.0,0.0,5176868058.0,168812297.0,5614707796.0,2645060696.0,1996544417.0,6637275672.1,278,0.003381518773
0000050725-18-000005,0.0,374940800.0,214126000.56,2730000.0,1138842000.0,854190000.0,949963022.64,2516105000.0,12678193000.0,365185000.0,13556250000.0,1928878000.0,1218758000.0,5170469030.780001,668,0.0071943519
0000050863-18-000007,0.0,19681000000.0,9839000000.0,94535000000.0,21854000000.0,134795000000.0,208352000000.0,183889000000.0,517333000000.0,61717000000.0,290197000000.0,355484000000.0,180877000000.0,739030000000.004,1144,0.004547121382
0000051253-18-000005,0.0,1488202000.0,978940000.0,1408210000.0,1352399001.89,2894625000.0,7544394365.35,6952338000.0,19243589000.0,1047031000.0,20146212000.0,7748270000.0,9538258000.0,30402358007.37,998,0.009218998619
0000051434-18-000008,0.0,25326000000.0,5439000007.290001,6815000000.0,6972000000.0,50735000000.0,58556000000.0,38217000000.0,187870000563.47,13020000000.0,128757000000.0,103056000000.0,165064000000.0,128073000982.99002,1432,0.001765046532
0000051548-18-000008,0.0,106441000.0,668197001.1000001,589262000.0,2212828000.0,3423737000.0,4761057179.24,594881000.0,13489012341.0,32534000.0,3159444000.0,12443074000.0,7468615000.0,13723549000.44,954,0.01572455263
0000051644-18-000019,0.0,9570200000.0,12213200000.0,2083100000.0,15430700000.21,2877200000.0,50461600065.7,14211400000.0,60571000000.0,196400000.0,51648800000.0,17264100000.0,41535200000.0,54244900003.32,1570,0.002524646786
0000052795-18-000004,0.0,2987300000.0,842100000.0,555400000.0,2776300000.0,505600000.0,34549300000.0,4629800000.0,24047500053.9,5376300000.0,17076300000.0,1479400000.0,45095100000.0,17094801106.73,1194,0.002666949957
0000052827-18-000009,0.0,51758000.0,-129824000.0,637249000.0,263708000.0,785603000.0,4557001000.0,176677000.0,9243391000.0,1378110000.0,6544521000.0,6166090000.0,3858642000.0,19165216003.0,1076,0.0019393533730000002
0000054381-18-000010,0.0,639865000.0,39597000.0,297503000.0,1243791000.0,680322000.0,4133684000.0,2692668000.0,12977516000.0,145714000.0,3348099000.0,2683237000.0,5389410000.0,6962054006.240001,1030,0.009831106643
0000054480-18-000046,0.0,637300000.0,-1176000000.0,2914400000.0,14055700000.0,5803400000.0,9257100099.9,5615000000.0,38564200000.0,32597500000.0,52545000000.0,26282000000.0,12253000000.0,79918500004.04001,1092,0.006920771401
0000054507-18-000012,0.0,849589000.0,322578000.0,2452008000.0,6390312000.0,12841901000.0,11522803000.0,0.0,40137556000.0,1982861000.0,71064680000.0,75909142000.0,12821244000.0,58659758017.680016,1216,0.005707841462
0000055135-18-000006,0.0,2800300000.0,123700001.35,136100000.0,1292100000.0,525100000.0,14531300000.0,851100000.0,11778600000.0,-56300000.0,3120600000.0,5038100000.0,26820600000.0,11037500000.0,918,0.0050898559340000005
0000055242-18-000004,0.0,783240000.0,438356000.0,115473000.0,522787000.0,2507188000.0,3330155209.79,5668072000.0,13445699000.0,21856000.0,4267833000.0,5650271000.0,3137430000.0,14404587003.7,774,0.01857323363
0000055772-18-000006,0.0,107921000.0,166930000.0,47487000.0,165834000.0,375990000.0,766669000.0,218529000.0,1516987000.0,1496000.0,306378000.0,455676000.0,1031635000.0,1699785000.39,710,0.017706784580000003
0000055785-18-000014,0.0,9237000000.0,38000000.0,8467000000.0,34666000000.0,22339000000.0,51371000000.0,4668000000.0,110257000000.0,3428000000.0,21770000000.0,86083000000.0,116736000000.0,92970000013.58,940,0.004465407329
0000056701-18-000004,0.0,7635458.0,14060153.0,928168.0,4639208.0,518370.0,31871227.22,0.0,162688883.0,0.0,35836851.0,14346779.0,37558684.0,106240252.01,394,0.02148381819
0000056978-18-000021,0.0,336078000.0,3836672000.0,80432000.0,600531000.0,209784000.0,1944267000.0,430578000.0,9288671000.0,90339000.0,1113619000.0,817688000.0,363330000.0,6750129000.0,598,0.006037331133
0000057515-18-000005,0.0,140652000.0,567528003.35,160077000.0,166733000.0,466252000.0,1468835000.0,477961000.0,2558915000.0,-105000.0,1035112000.0,2209895000.0,1883153000.0,7503339000.0,460,0.015221097969999998
0000057528-18-000005,0.0,607341000.0,323763001.92,610382000.0,1352841000.0,1324649000.0,8615562450.38,11706350000.0,13560814055.38,1889686000.0,12982551000.0,6079772000.0,10330327000.0,23296235006.8666,1570,0.005404464245
0000058361-18-000011,0.0,119875000.0,65138000.0,43596000.0,103749000.0,745059000.0,492550000.0,3714844000.0,1440966000.0,25642000.0,5517289000.0,2115550000.0,650301000.0,864282000.0,468,0.027898633839999996
0000058492-18-000004,0.0,5803600000.0,1516700000.0,1371100000.0,2533200000.0,2998800000.0,12872700112.86,5857200000.0,21699800193.9,564300000.0,15128100000.0,10976900000.0,32077400000.0,31100400004.04,1738,0.005844086485
0000059440-18-000007,0.0,115536000.0,1803384000.0,372558000.0,528909000.0,448306000.0,8152840147.419998,852023000.0,10953197000.0,1748194000.0,15148944000.0,1750176000.0,9980235000.0,2342785006.61,1680,0.0077768877650000005
0000059478-18-000089,0.0,11478400000.0,24278400004.120003,14512100000.0,39806700000.0,24478100000.0,88950900000.0,69478600000.0,324378000000.0,32568900000.0,138968800000.0,107546900000.0,175057900000.0,217147300000.0,1216,0.0027505269919999996
0000059527-18-000006,0.0,676037000.0,1256508000.0,969388000.0,1999794000.0,1701640000.0,8115476089.58,1738450000.0,15459225000.0,799824000.0,4530911000.0,7528761000.0,19768767000.0,25034361003.94,1302,0.002099348929
0000059558-18-000009,0.0,13128000000.0,2127000000.0,7481000000.0,239496000000.0,193000000.0,576417000000.0,16114000000.0,1522663000000.0,2526000000.0,857164000000.0,42539000000.0,82923000000.0,788129000003.09,2224,0.0017408572210000002
0000061398-18-000003,0.0,3707000.0,172139000.0,-159659000.0,226591000.0,1759000.0,810094030.96,155184000.0,816244036.25,402219000.0,158981000.0,533771000.0,18447000.0,1222409000.013,546,0.01820124287
0000062709-18-000007,0.0,26894000000.0,15416000010.55,5866000000.0,19594000000.0,5785000000.0,70261809337.08,58770000000.0,207676000037.92,3563800000.0,37328000000.0,8907000000.0,111353000000.0,213073000201.08,1572,0.004625964655
0000062996-18-000015,0.0,2391000000.0,7184000001.155002,2350000000.0,9488000000.0,4232000000.0,16325000104.0,12946000000.0,32073000000.0,2726000000.0,28612000000.0,12618000000.0,37144000000.0,26242000003.17,1166,0.004357561906
0000063296-18-000011,0.0,639681000.0,140455000.36,25792000.0,216384000.0,710006000.0,46791000.0,6967812000.0,6737620000.0,643090000.0,6879111000.0,1895228000.0,1178938000.0,11622133000.0,438,0.01166446973
0000063754-18-000008,0.0,1221500000.1599998,-3961599991.2,2066300000.0,5111600000.0,2675700000.0,13771300345.930002,32022100000.0,50489900000.0,8879700000.0,36676200000.0,8122400000.0,23059100000.0,27860900009.01,1234,0.0034272827370000003
0000063754-18-000014,0.0,1461500000.0,441600000.99,23800000.0,3328100000.0,3196300000.0,2172600000.0,17427800000.0,47211300000.0,702900000.0,47588300000.0,8424100000.0,2280800000.0,37178000000.0,494,0.01218314072
0000063908-18-000010,0.0,71653200000.0,21271600000.0,18149900000.0,13271200000.0,35855700000.0,121774201332.03998,15640700000.0,250084501276.52,21025700000.0,190261100000.0,232045600000.0,240595200000.0,321407200022.12,1208,0.008330932733
0000064040-18-000061,0.0,3012000000.0,13022000000.0,7807000000.0,1823000000.0,1866000000.0,20451000776.0,20872000000.0,68040000027.57,3426000000.0,44817000000.0,11311000000.0,37482000000.0,85555000007.4,1294,0.006331194632
0000064996-18-000010,0.0,2340375000.0,1145031007.4475002,815089000.0,2479256004.9749994,878191000.0,65711128187.24001,829368000.0,36335235000.0,1105055000.0,14608418000.0,25149484000.0,9683713000.0,33592845000.0,1428,0.005028082352
0000065011-18-000032,0.0,586440000.0,121363003.045,221736000.0,345455000.0,826209000.0,3516693000.0,12991180000.0,6600662000.0,362607000.0,8274339000.0,2597963000.0,5647775000.0,10359336000.0,536,0.013649741940000001
0000065984-18-000072,0.0,12283957000.0,-6090099000.0,17508551000.0,31017757000.0,101893600000.0,143061980000.035,754344000.0,521975167000.0,31933848000.0,369804003000.0,590684584000.0,165251396000.0,362585251010.2901,8456,0.00033947875619999996
0000066382-18-000002,0.0,376900000.0,266000000.0,176500000.0,532400000.0,1389400000.0,3415400000.0,1618900000.0,4687100000.0,607600000.0,4336400000.0,3610800000.0,3543000000.0,8129200001.45,614,0.01328568717
0000066570-18-000009,0.0,1886725000.0,425589000.0,546916000.0,203428000.0,989247000.0,3134264491.8100004,2490648000.0,9071993027.32,1564600000.0,7239925000.0,2494538000.0,9637983000.0,8658014100.0,1270,0.002021766139
0000066756-18-000029,0.0,543100000.0,-418000000.0,1075000000.0,2550700000.0,1546100000.0,6724800000.0,1261700000.0,18813600000.0,728400000.0,21974800000.0,10688600000.0,12736200000.0,23641200006.24,1180,0.005085333029
0000067215-18-000011,0.0,4335725000.0,-255039000.0,850123000.0,1873926000.0,16456366000.0,15059222000.0,6761483000.0,13298215370.62,3132126000.0,8610380000.0,5831872000.0,17824207000.0,15053654651.769,1554,0.0063650849979999995
0000067716-18-000013,0.0,2025915000.0,-1159766000.0,3144104000.0,3792655000.0,8395416000.0,21856357000.0,1978801000.0,32925988000.0,819183000.0,18882903000.0,36746153000.0,21158410000.0,38332912004.265,1256,0.008259253239
0000067887-18-000007,0.0,5292120000.0,1405924000.0,94752000.0,2728743000.0,1597953000.0,980767000.0,3014053000.0,12780411000.0,180596000.0,8039964000.0,1267293000.0,1217205000.0,16533595000.0,534,0.0069371194099999995
0000068505-18-000009,0.0,10845000000.0,6064000003.5199995,3532000000.0,8577000000.0,4493000000.0,17613050220.229996,7968000000.0,68794000000.0,1913000000.0,37357000000.0,11386000000.0,67194000000.0,46356000209.179985,1370,0.00283561537
0000068622-18-000004,0.0,3797000000.0,-330000000.0,7678000000.0,7641000000.0,25078000000.0,36801000000.0,65255000000.0,60871000000.0,2306000000.0,33592000000.0,48719000000.0,70567000000.0,148469000000.0,774,0.01200440122
