adsh,1,2,3,4,5,6,7,8,9,sum_of_first_digits,total_deviation,fraud
0001193125-18-064142,310,162,144,94,74,94,54,50,42,1024,0.003049959032,0
0001564590-18-005661,330,190,124,108,94,86,58,42,32,1064,0.003051194944,0
0001047469-18-001464,406,272,138,118,102,84,56,64,60,1300,0.003051232658,0
0001564590-18-006075,492,240,162,146,142,112,68,70,78,1510,0.003051531209,0
0000749251-18-000004,310,208,132,106,68,66,70,76,56,1092,0.003053573504,0
0000733076-18-000004,544,366,262,164,154,92,102,76,72,1832,0.003053985834,0
0001441683-18-000023,302,164,116,102,64,92,58,52,52,1002,0.003055402739,0
0000883948-18-000047,474,270,212,182,160,130,110,94,106,1738,0.003056275449,0
0000029905-18-000013,484,216,194,124,118,74,84,74,66,1434,0.003057741512,0
0000029905-18-000019,484,216,194,124,118,74,84,74,66,1434,0.003057741512,0
0001688568-18-000007,226,158,92,62,62,48,60,38,36,782,0.003059314691,0
0001370637-18-000020,378,230,130,86,84,92,66,62,54,1182,0.003070577483,0
0000920427-18-000036,518,286,178,134,98,82,100,88,78,1562,0.003071046449,0
0000920427-18-000039,518,286,178,134,98,82,100,88,78,1562,0.003071046449,0
0000021344-18-000008,430,210,178,146,112,116,66,86,52,1396,0.003078751413,0
0001144519-18-000008,444,264,184,144,132,84,92,78,106,1528,0.003078794694,0
0000080661-18-000011,470,270,134,134,126,86,76,70,66,1432,0.003084579566,0
0001193125-18-062607,376,224,170,100,92,76,56,64,36,1194,0.00309148645,0
0001193125-18-096596,462,244,180,104,112,112,96,58,72,1440,0.003091681915,0
0001083522-18-000006,150,96,60,48,28,40,30,32,24,508,0.00309379123,0
0001035267-18-000013,384,202,124,116,88,84,80,74,38,1190,0.003095090665,0
0001024725-18-000006,486,238,178,182,126,118,70,70,62,1530,0.003099636171,0
0001116132-18-000014,306,222,128,112,86,68,78,76,56,1132,0.00310156092,0
