,,,value,value,value,value,value,value,value
tag,,,CurrentAssets,Expenses,Goodwill,Income,Liabilities,LongtermAssets,ShareholdersEquity
fraud,adsh,ddate,,,,,,,
0.0,0001113481-18-000017,20160930.0,,51881000.0,,-123221001.23000002,,,-20797000.0
0.0,0001113481-18-000017,20161231.0,7776947011.72,901295000.0,200571000.0,386313994.9200001,4839641000.0,388978000.0,1993631001.001
0.0,0001113481-18-000017,20170331.0,,76879000.0,,-177897001.45,,,-59414000.0
0.0,0001113481-18-000017,20170630.0,,401995000.0,,-771185005.53,,,-382334000.0
0.0,0001113481-18-000017,20170930.0,,71129000.0,,-48195000.41,,,-63261000.0
0.0,0001113481-18-000017,20171231.0,3197916018.46,1184498000.0,200571000.0,-4414483022.030001,2283408000.0,296077000.0,-1753092998.999
0.0,0001114220-18-000029,20140228.0,,,,10000000.0,,,
0.0,0001114220-18-000029,20141231.0,74284000.0,,,10000000.0,,,73484000.0
0.0,0001114220-18-000029,20151231.0,510920008.47,210078000.0,,-279705000.0,146901000.0,-35344000.0,351145000.0
0.0,0001114220-18-000029,20160331.0,,39635000.0,,-70037000.0,15748000.0,-20135000.0,
0.0,0001114220-18-000029,20160630.0,,45654000.0,,-73205000.0,18479000.0,-24443000.0,
0.0,0001114220-18-000029,20160930.0,,75805000.0,,-70528000.0,0.0,-21155000.0,
0.0,0001114220-18-000029,20161231.0,1402509003.47,354335000.0,3208000.0,-383687000.0,573141000.0,-69180000.0,-1491999.9979999065
0.0,0001114220-18-000029,20170331.0,,46755000.0,,-22240000.0,0.0,107000.0,
0.0,0001114220-18-000029,20170630.0,,53002000.0,,-142328000.0,62965000.0,-61491000.0,
0.0,0001114220-18-000029,20170930.0,,54684000.0,,-16723000.0,0.0,-732000.0,
0.0,0001114220-18-000029,20171231.0,1337903003.91,412893000.0,2908000.0,802480000.0,767165000.0,-29751000.0,155155000.0020001
0.0,0001114483-18-000009,20141231.0,79235000.0,,,,,,613362000.0
0.0,0001114483-18-000009,20151231.0,4072095000.0,482343000.0,,1571827000.0,2998763000.0,244126000.0,1083285000.0
0.0,0001114483-18-000009,20160131.0,,,,0.0,,,
0.0,0001114483-18-000009,20160331.0,,500000.0,,411046000.0,,,
0.0,0001114483-18-000009,20160630.0,,,,443643000.0,,,
0.0,0001114483-18-000009,20160930.0,,,,455934000.0,,,
0.0,0001114483-18-000009,20161231.0,8261516000.0,758040028.26,967326000.0,3336506000.0,9665834000.0,1727506000.0,1267078000.002
0.0,0001114483-18-000009,20170331.0,,2200000.0,,432300000.0,,,
0.0,0001114483-18-000009,20170630.0,,,,464981000.0,,,
0.0,0001114483-18-000009,20170930.0,,,,475233000.0,,,
0.0,0001114483-18-000009,20171231.0,8947074000.0,788555200.4599999,1013150000.0,3605996000.0,11126430000.0,1920527000.0,2233785000.002
0.0,0001115055-18-000012,20131231.0,,,,,0.08,,
0.0,0001115055-18-000012,20141231.0,292153534.26,26.89,,,,,802693381.0
0.0,0001115055-18-000012,20150331.0,,,,76522000.0,51269000.12,32932000.0,
0.0,0001115055-18-000012,20150630.0,,,,78168000.0,51831000.0,35103000.0,
0.0,0001115055-18-000012,20150930.0,,,,91341000.0,62059000.0,38362000.0,
0.0,0001115055-18-000012,20151231.0,14001941748.109999,450052978.2,,2140325862.0,2573274909.0,1262638942.0,1711772007.5
0.0,0001115055-18-000012,20160331.0,,,,115779000.0,73902000.14,45694000.0,
0.0,0001115055-18-000012,20160630.0,,,,114549000.0,75044000.0,51826000.0,
0.0,0001115055-18-000012,20160930.0,,,,129757000.0,86635000.0,54801000.0,
0.0,0001115055-18-000012,20161231.0,60060301908.35,3067386173.88,551593796.0,4467019696.0,31858238050.0,4083877042.0,7384055578.37
0.0,0001115055-18-000012,20170331.0,,,,141796000.0,88767000.0,57095000.0,
0.0,0001115055-18-000012,20170630.0,,,,166829000.0,106627000.0,69886000.0,
0.0,0001115055-18-000012,20170930.0,,,,266609000.0,173182000.0,106423000.0,
0.0,0001115055-18-000012,20171231.0,121076230208.52,6793268491.889999,3064409781.0,6031179960.0,71584084774.0,7902504013.0,17890092923.7
0.0,0001115222-18-000004,20141231.0,402900000.0,,,3868300000.0,,,-1194600000.0
0.0,0001115222-18-000004,20150430.0,,,,,400000000.0,,
0.0,0001115222-18-000004,20151231.0,1640100001.85,2056200000.0,704000000.0,6598200009.32,960100000.0,1053900000.0,-1884399999.99
0.0,0001115222-18-000004,20160331.0,0.48,,,488200001.65,,,31400000.0
0.0,0001115222-18-000004,20160630.0,0.48,,,482900001.03,,,21000000.0
0.0,0001115222-18-000004,20160930.0,0.48,,,449899998.4,,,-25100000.0
0.0,0001115222-18-000004,20161231.0,17948100002.41,2476200084.58,599800000.0,4661300009.540001,10742700000.0,2756900000.0,3637000000.01
0.0,0001115222-18-000004,20170331.0,0.5,,,452600000.84000003,,,18700000.0
0.0,0001115222-18-000004,20170630.0,0.5,,,572300002.44,,,48300000.0
0.0,0001115222-18-000004,20170930.0,0.5,,,631700002.91,,,57500000.0
0.0,0001115222-18-000004,20171231.0,18454000002.510002,2756900338.0499997,907300000.0,6453000009.02,11575400000.0,3295100000.0,4511400000.02
0.0,0001115836-18-000008,20141231.0,163523000.0,,,,,,762261000.0
0.0,0001115836-18-000008,20151231.0,440356000.0,927426000.0,326034000.0,622037000.306,297421000.0,1044606000.0,514918000.008
0.0,0001115836-18-000008,20161231.0,3421859000.0,908915000.0,314279000.0,1158458000.712,4309655000.0,6540838000.0,3499986000.0080004
0.0,0001115836-18-000008,20170630.0,143000.0,,,,,,
0.0,0001115836-18-000008,20171130.0,,,,15000000.0,,,
0.0,0001115836-18-000008,20171231.0,3542146000.0,1004586000.0,352063000.0,1255622999.12,4879075000.0,7858625000.0,3522348000.0080004
0.0,0001116132-18-000008,20160630.0,859000000.0,,,,,,2682900000.0
0.0,0001116132-18-000008,20160930.0,,,,,,1962000000.0,
0.0,0001116132-18-000008,20161231.0,2662300000.0,226200000.0,,9349300000.0,232600000.0,4513100000.0,2622900001.0125
0.0,0001116132-18-000008,20170630.0,14479900000.0,2978300000.0,480500000.0,0.0,13865300000.0,1738100000.0,3025500000.02
0.0,0001116132-18-000008,20171231.0,19628300000.0,3414300000.0,2321100000.0,11014200000.0,22946000000.0,7078600000.0,2997100001.0325
0.0,0001116132-18-000014,20140630.0,762600000.0,,,,,,2420600000.0
0.0,0001116132-18-000014,20140930.0,,,,1873300000.0,,,
0.0,0001116132-18-000014,20141231.0,,,,2242900000.0,,,
0.0,0001116132-18-000014,20150331.0,,,,1682900000.0,,,
0.0,0001116132-18-000014,20150630.0,9511900000.0,902000000.0,434200000.0,13212400000.0,1042900000.0,4741000000.0,2406000001.35
0.0,0001116132-18-000014,20150930.0,,,,1823200000.0,,,
0.0,0001116132-18-000014,20151231.0,,,,2303000000.0,,,
0.0,0001116132-18-000014,20160331.0,,,,1858600000.0,,,
0.0,0001116132-18-000014,20160630.0,13145400000.0,3794800040.18,493800000.0,14609500000.0,14896000000.0,11943600000.0,2569800001.37
0.0,0001116132-18-000014,20160930.0,,,,1869700000.0,,1050000000.0,
0.0,0001116132-18-000014,20161231.0,,,,2427600000.0,,126000000.0,
0.0,0001116132-18-000014,20170331.0,,,,1823100000.0,,,
0.0,0001116132-18-000014,20170630.0,21442700000.0,4053300249.78,503400000.0,15453700000.0,22602100000.0,16423500000.0,3100600001.37
0.0,0001117480-18-000008,20021231.0,,,,64000.0,,,
0.0,0001117480-18-000008,20071231.0,,,,762000.0,,,
0.0,0001117480-18-000008,20120131.0,,,,,15000000.0,,
0.0,0001117480-18-000008,20141231.0,128462000.0,,,,,,274636000.0
0.0,0001117480-18-000008,20150930.0,,,,6700000.0,,,
0.0,0001117480-18-000008,20151231.0,-129486973.27999997,277269028.19,,-361870000.0,12094000.0,456397000.0,663680000.0
0.0,0001117480-18-000008,20160331.0,,,,-51664000.0,,,
0.0,0001117480-18-000008,20160630.0,,,,-34832000.0,,,
0.0,0001117480-18-000008,20160930.0,,,,-33794000.0,,,
0.0,0001117480-18-000008,20161231.0,1344942005.62,1112316053.18,,-264419000.0,314298000.0,339714000.0,-138873999.99800003
0.0,0001117480-18-000008,20170331.0,,,,-34936000.0,,,
0.0,0001117480-18-000008,20170630.0,,,,-33250000.0,,,
0.0,0001117480-18-000008,20170930.0,,,,-34325000.0,,,
0.0,0001117480-18-000008,20171231.0,1329850003.71,1096475085.37,,-197931000.0,496721000.0,388531000.0,-265258999.99800003
0.0,0001117733-18-000023,20151231.0,36080000.0,,,,,1800000.0,70323000.0
0.0,0001117733-18-000023,20160331.0,,,,23414000.0,,,
0.0,0001117733-18-000023,20160630.0,,,,6007000.0,,,
0.0,0001117733-18-000023,20160930.0,,,,24682000.0,,,
0.0,0001117733-18-000023,20161231.0,299777005.55,128690004.79,,205075000.0,125940000.0,156457000.0,64128003.2202
0.0,0001117733-18-000023,20170331.0,,,,21877000.0,,,
0.0,0001117733-18-000023,20170630.0,,,,21688000.0,,,
0.0,0001117733-18-000023,20170930.0,,,,17780000.0,,,
0.0,0001117733-18-000023,20171231.0,258484014.07,98005024.07,,214888000.0,100833000.0,133385000.0,64743003.100200005
0.0,0001117768-18-000072,20141231.0,28241.0,,,,,,
0.0,0001117768-18-000072,20150630.0,263781.0,138885.0,,-86628.0,-16766.0,142758.0,766389.0
0.0,0001117768-18-000072,20151130.0,,,,,1200000.0,,
0.0,0001117768-18-000072,20151231.0,3172664.0,1507350.0,,,3742222.0,-2246.0,-271193.9989
0.0,0001117768-18-000072,20160630.0,1570948.0,5661846.0,,-9887261.0,5206171.0,1015103.0,-3077049.9989
0.0,0001117768-18-000076,20141231.0,21091.0,,,,,,
0.0,0001117768-18-000076,20150930.0,-160265.0,343672.0,,-192862.0,16474.0,344852.0,419600.0
0.0,0001117768-18-000076,20151130.0,,,,,1200000.0,,
0.0,0001117768-18-000076,20151231.0,3172664.0,1507350.0,,,3757885.0,32956.0,-286856.9989
0.0,0001117768-18-000076,20160831.0,,,,,10780.0,,
0.0,0001117768-18-000076,20160930.0,245359.0,4565484.0,,-4745681.0,6014698.0,933382.0,-6112284.9989
0.0,0001118384-18-000003,20161231.0,9057628.0,238822.0,,3053246.0,6394050.0,-127111.0,761215.0
0.0,0001118384-18-000003,20171231.0,6435934.0,209965.0,,674406.0,5451363.0,-25520.0,645549.0
0.0,0001120193-18-000003,20141231.0,476000000.0,27.56,,,,,6294000000.0
0.0,0001120193-18-000003,20151231.0,12502000000.0,2961000083.11,0.0,14071000000.0,386000000.0,1544000000.0,6595000000.9
0.0,0001120193-18-000003,20160331.0,,,,,,,370000000.0
0.0,0001120193-18-000003,20160630.0,,213000000.0,,,,,
0.0,0001120193-18-000003,20161231.0,40142000000.0,6076000101.95,6027000000.0,16046000000.0,43850000000.0,3534000000.0,12628000065.640001
0.0,0001120193-18-000003,20170930.0,8000000.0,,,,,,
0.0,0001120193-18-000003,20171031.0,276000000.0,,,,,,
0.0,0001120193-18-000003,20171231.0,45914000000.0,5854000177.38,7751000000.0,19341000000.0,57415000000.0,3597000000.0,17463000140.43
0.0,0001120370-18-000010,20150930.0,,,,,874000.0,,
0.0,0001120370-18-000010,20151231.0,6661000.0,,,601000.0,,,67492000.0
0.0,0001120370-18-000010,20160331.0,,,,50136999.96,,,-377000.0
0.0,0001120370-18-000010,20160630.0,,427000.0,,47745000.0,,,-474000.0
0.0,0001120370-18-000010,20160930.0,,,,50488000.16,,,872000.0
0.0,0001120370-18-000010,20161231.0,789634000.0,19828000.1,,1036064000.0999999,207927000.0,327492000.0,143910000.00199997
0.0,0001120370-18-000010,20170331.0,,,,70519000.86,,,6327000.0
0.0,0001120370-18-000010,20170630.0,,,,46029999.9,,,-780000.0
0.0,0001120370-18-000010,20170930.0,,,,26728999.72,,,-2207000.0
0.0,0001120370-18-000010,20171231.0,526005000.0,14453000.100000001,4993000.0,645032998.6200001,550333000.0,416314000.0,114464049.30199997
0.0,0001120970-18-000007,20141231.0,6927905.0,,,,5908700.0,,22241100.0
0.0,0001120970-18-000007,20151231.0,57700098.0,45691413.0,,29769974.0,25163263.0,21113577.0,20164997.0
0.0,0001120970-18-000007,20160331.0,,,,-5308361.0,,,
0.0,0001120970-18-000007,20160430.0,,,,,,,7500000.0
0.0,0001120970-18-000007,20160630.0,,,,-3495199.0,,,
0.0,0001120970-18-000007,20160930.0,,,,-2451982.0,,,
0.0,0001120970-18-000007,20161231.0,205121751.0,250737769.0,,-19990280.0,124503581.0,117536125.0,-198571525.9986
0.0,0001120970-18-000007,20170331.0,,,,-6099788.0,,,
0.0,0001120970-18-000007,20170630.0,,,,-6366813.0,,,
0.0,0001120970-18-000007,20170930.0,,,,-5347370.0,,,
0.0,0001120970-18-000007,20171231.0,132525138.0,249854984.0,,145143161.0,165602711.0,113667650.0,-205707864.9986
0.0,0001121484-18-000022,20141231.0,53263000.0,,,,,,1340657000.0
0.0,0001121484-18-000022,20150731.0,,,,,,,150000000.0
0.0,0001121484-18-000022,20151231.0,2877250013.32,1559917000.0,762164000.0,3211529001.12,-92916000.0,651614000.0,1691371000.0
0.0,0001121484-18-000022,20160331.0,,1600000.0,,197258999.48,,,
0.0,0001121484-18-000022,20160630.0,,1100000.0,,203592999.54,,,
0.0,0001121484-18-000022,20160930.0,,2000000.0,,211427999.56,,,
0.0,0001121484-18-000022,20161231.0,4551342000.0,1135449049.11,760910000.0,1623828997.74,1885482000.0,3351856000.0,4476934000.02
0.0,0001121484-18-000022,20170331.0,,800000.0,,166343999.3,,,
0.0,0001121484-18-000022,20170630.0,,800000.0,,196709999.44,,,
0.0,0001121484-18-000022,20170930.0,,400000.0,,184875999.4,,,
0.0,0001121484-18-000022,20171231.0,4299402000.0,1063113149.55,775248000.0,1644014995.1,1945015000.0,3289817000.0,4446124098.09
0.0,0001121702-18-000009,20121231.0,,,,38885000.0,,,
0.0,0001121702-18-000009,20151231.0,12269000.0,,,,,,13028000.0
0.0,0001121702-18-000009,20160630.0,,,,1000000.0,,,
0.0,0001121702-18-000009,20161231.0,132737000.0,17519045.0,,-32925002.730000004,23277000.0,16790000.0,-4416999.980000019
0.0,0001121702-18-000009,20170630.0,,,,,,5.04,2283000.0
0.0,0001121702-18-000009,20171231.0,154023004.63,13103116.0,,-36587003.29,38031000.0,11325000.0,37391000.01999998
0.0,0001121745-18-000004,20151231.0,2067900.0,,,,,,
0.0,0001121745-18-000004,20161231.0,3975000.0,1082900.0,,-1572523.0,6849700.0,39179300.0,0.0
0.0,0001121745-18-000004,20171231.0,4346300.0,1379100.0,,-1118554.0,7748600.0,39647000.0,0.0
0.0,0001121781-18-000004,20160630.0,29791.0,,,,,,
0.0,0001121781-18-000004,20161231.0,-84089.0,1750472.0,,-992722.0,498402.0,971369.0,-17867.0
0.0,0001121781-18-000004,20170630.0,2293700.0,20840503.0,,,13092782.0,5271642.0,-25550924.999
0.0,0001121781-18-000004,20171231.0,2313972.0,22112697.0,,466083.0,17283865.0,6044178.0,-26843342.999
0.0,0001122304-18-000027,19931231.0,,,,,,5900000000.0,
0.0,0001122304-18-000027,20121231.0,,120000000.0,,,,,
0.0,0001122304-18-000027,20131231.0,,91000000.0,,,,,
0.0,0001122304-18-000027,20140331.0,18.64,,,,,103000000.0,
0.0,0001122304-18-000027,20141231.0,1420000058.57,49.37,,,,,14870000072.26
0.0,0001122304-18-000027,20151231.0,8720000304.58,16809000346.55,10637000000.0,216660000000.0,200000000.0,43095000000.0,20907000000.0
0.0,0001122304-18-000027,20160331.0,88000000.0,,,17720000000.0,0.25,1289000000.0,1000000.0
0.0,0001122304-18-000027,20160630.0,88000000.0,,,18097000000.0,0.25,1354000000.0,2000000.0
0.0,0001122304-18-000027,20160930.0,88000000.0,,,17459000000.0,0.25,1073000000.0,-7000000.0
0.0,0001122304-18-000027,20161231.0,260370000330.59003,42453000375.17,10637000000.0,243762000000.0,228599000000.25,99081000000.0,57646000000.01
0.0,0001122304-18-000027,20170331.0,166000000.0,,,14156000000.0,0.5,-628000000.0,2000000.0
0.0,0001122304-18-000027,20170630.0,166000000.0,,,18546000000.0,0.5,1820000000.0,-20000000.0
0.0,0001122304-18-000027,20170930.0,163000000.0,,,17106000000.0,0.5,1274000000.0,10000000.0
0.0,0001122304-18-000027,20171231.0,191376000429.12997,39839000730.99999,10505000000.0,233200000000.0,230079000000.5,89019000000.0,60595000004.590004
0.0,0001122388-18-000010,20110430.0,,,,,,,0.0002
0.0,0001122388-18-000010,20140531.0,,,,,,,75000000.0
0.0,0001122388-18-000010,20141231.0,29164000.0,,,,,,252884000.0
0.0,0001122388-18-000010,20151231.0,101236026.13,352513062.63,74547000.0,687158000.0,36402000.0,163979000.0,426880000.0
0.0,0001122388-18-000010,20160331.0,,,,123125000.0,,,3722000.0
0.0,0001122388-18-000010,20160630.0,,,,162331000.0,,,16846000.0
0.0,0001122388-18-000010,20160930.0,,,,182324000.0,,,305872000.0
0.0,0001122388-18-000010,20161231.0,3178703027.57,1180676079.62,74547000.0,1213297000.0,1106215000.0,571287000.0,1358271000.0001001
0.0,0001122388-18-000010,20170331.0,,,,160835000.0,,,5006000.0
0.0,0001122388-18-000010,20170630.0,,,,188806000.0,,,17987000.0
0.0,0001122388-18-000010,20170831.0,,,,,,,250000000.0
0.0,0001122388-18-000010,20170930.0,,,,188974000.0,,,18984000.0
0.0,0001122388-18-000010,20171231.0,2579151045.44,1403340087.85,214355000.0,1305852000.0,1364352000.0,1141968000.0,1007239000.0001
0.0,0001122904-18-000076,20141231.0,154598000.0,,,44888000.0,,,721603000.0
0.0,0001122904-18-000076,20151231.0,318674000.0,654594000.0,0.0,3419810000.0,20014000.0,471952000.0,1032902000.0
0.0,0001122904-18-000076,20160331.0,,,,436303000.0,,,
0.0,0001122904-18-000076,20160630.0,,,,434904000.0,,,
0.0,0001122904-18-000076,20160930.0,,,,471843000.0,,,
0.0,0001122904-18-000076,20161231.0,4692240000.0,1379230000.0,159663000.0,4435430000.0,2432550000.0,869774000.0,1181889000.0019999
0.0,0001122904-18-000076,20170331.0,,,,444118000.0,,,
0.0,0001122904-18-000076,20170630.0,,,,442617000.0,,,
0.0,0001122904-18-000076,20170930.0,,,,485139000.0,,,
0.0,0001122904-18-000076,20171231.0,4674981000.0,1462816000.0,159663000.0,4691488000.0,2853579000.0,960699000.0,1081499065.022
0.0,0001122976-18-000007,20141231.0,266000000.0,,,,121100000.0,,777200000.0
0.0,0001122976-18-000007,20151231.0,3418700000.0,2459200000.0,1312600000.0,5586500003.280001,1106900000.0,1197400000.0,1411600000.42
0.0,0001122976-18-000007,20160331.0,,4500000.0,,1024100000.9,,,38300000.0
0.0,0001122976-18-000007,20160630.0,,2100000.0,,1072000001.1800001,,,50100000.0
0.0,0001122976-18-000007,20160930.0,,4900000.0,,1027600001.02,,,42800000.0
0.0,0001122976-18-000007,20161231.0,9324800000.0,3622600000.0,612400000.0,6988400004.77,11311300000.0,3400400000.0,3399000000.505
0.0,0001122976-18-000007,20170331.0,,2200000.0,,1111300001.16,,,48300000.0
0.0,0001122976-18-000007,20170630.0,284300000.0,5000000.0,99400000.0,1131700001.21,,,49600000.0
0.0,0001122976-18-000007,20170930.0,,7500000.0,,1105900000.99,,,40200000.0
0.0,0001122976-18-000007,20171231.0,9640300000.0,3867100000.0,688300000.0,6923699999.46,12952500000.0,3629000000.0,3155400000.59
0.0,0001123360-18-000007,20140531.0,656647000.0,21300020.36,,,,,1132799000.0
0.0,0001123360-18-000007,20150331.0,,51.13,,,,,
0.0,0001123360-18-000007,20150531.0,1539436000.04,2525519108.82,1491833000.0,5890945000.0,4630642000.0,1942644000.0,1697647000.0
0.0,0001123360-18-000007,20151231.0,,1455672000.0,0.0,3121068000.0,,784823000.0,289635000.0
0.0,0001123360-18-000007,20160331.0,,8500000.0,,844190000.0,,,
0.0,0001123360-18-000007,20160531.0,3927988000.04,2850142200.56,8166977000.0,5578126000.0,9846816000.0,1968252000.0,5597076000.0
0.0,0001123360-18-000007,20160630.0,37700000.0,50500000.0,,1033171000.0,,26400000.0,0.0
0.0,0001123360-18-000007,20160930.0,,34000000.0,,1190008000.0,,,
0.0,0001123360-18-000007,20161231.0,26615413000.02,7435984157.360001,9593377000.0,10947399000.0,39217146000.0,4401436000.0,7157200070.77
0.0,0001123360-18-000007,20170331.0,,26100000.0,,1126504000.0,,,
0.0,0001123360-18-000007,20170630.0,,21900000.0,,1233444000.0,,,
0.0,0001123360-18-000007,20170930.0,,21500000.0,,1440480000.0,,,
0.0,0001123360-18-000007,20171231.0,34545369000.04,6626709187.34,12304382000.0,9933669000.0,54657329000.0,4988371000.0,11780361092.52
0.0,0001123852-18-000003,20121231.0,,,,,15000000.0,,
0.0,0001123852-18-000003,20131231.0,,,,,12000000.0,,
0.0,0001123852-18-000003,20141231.0,51188000.0,,,,17000000.0,,4703173000.0
0.0,0001123852-18-000003,20151231.0,4501029000.0,8134776000.0,,14270022000.0,1432224000.0,1792972000.0,5990280000.0
0.0,0001123852-18-000003,20160331.0,,,,1513160000.0,,,
0.0,0001123852-18-000003,20160630.0,,,,1325951000.0,,,
0.0,0001123852-18-000003,20160930.0,,,,1899352000.0,,,
0.0,0001123852-18-000003,20161231.0,41408746000.0,38691878000.0,,15504681000.0,47606008000.0,45392897000.0,17173246000.01
0.0,0001123852-18-000003,20170331.0,,,,1580376000.0,,,
0.0,0001123852-18-000003,20170630.0,,,,1422252000.0,,,
0.0,0001123852-18-000003,20170930.0,,,,1921119000.0,,,
0.0,0001123852-18-000003,20171231.0,43006064000.0,38159757000.0,,17133700000.0,60099724000.0,46036244000.0,20121414000.010002
0.0,0001124610-18-000012,20141231.0,2261000000.0,,,,,,7586000000.0
0.0,0001124610-18-000012,20151231.0,4120000000.0,6334000000.0,,23512000000.0,-70000000.0,1792000000.0,11616000000.0
0.0,0001124610-18-000012,20160131.0,,,,518000000.0,,,
0.0,0001124610-18-000012,20160331.0,,,,1750000000.0,,,
0.0,0001124610-18-000012,20160630.0,,,,1958000000.0,,,
0.0,0001124610-18-000012,20160930.0,,,,2097000000.0,,,
0.0,0001124610-18-000012,20161231.0,5097000000.0,7175000000.0,4032000000.0,29139000000.0,156000000.0,1640000000.0,12911000000.0
0.0,0001124610-18-000012,20170131.0,39847000000.0,869000000.0,4032000000.0,10883000000.0,32672000000.0,4715000000.0,16532000000.0
0.0,0001124610-18-000012,20170430.0,,,,1968000000.0,,,
0.0,0001124610-18-000012,20170731.0,,,,2234000000.0,,,
0.0,0001124610-18-000012,20171031.0,,,,2419000000.0,,,
0.0,0001124610-18-000012,20180131.0,74470000000.0,8694000000.0,5162000000.0,45637000000.0,70619000000.0,8140000000.0,20462000000.0
