fraud,adsh,ddate,CurrentAssets,Expenses,Goodwill,Income,Liabilities,LongtermAssets,ShareholdersEquity,
0,0001564590-18-004953,20170331,,9948000,,-1395000.22,,,,
0,0001564590-18-004953,20170630,,12990000,,2060999.85,,,,
0,0001564590-18-004953,20170930,,13907000,,1182999.83,,,,
0,0001564590-18-004953,20171231,1185086011,342883046.9,,171822998.9,292816000,31900000,358747000,
0,0001564590-18-004965,20141231,1464000,,,,,,16104000,
0,0001564590-18-004965,20151231,-1132998.75,10338000,,95600000,-434000,596000,11322004.45,
0,0001564590-18-004965,20160331,,,,9685000,,,,
0,0001564590-18-004965,20160630,,,,12248000,,,,
0,0001564590-18-004965,20160930,,,,8928000,,,,
0,0001564590-18-004965,20161231,54699005.97,8195005.21,,77515000,26640000,1661000,16046000,
0,0001564590-18-004965,20170331,,,,5439000,,,,
0,0001564590-18-004965,20170630,,,,5090000,,,,
0,0001564590-18-004965,20170930,,,,4853000,,,,
0,0001564590-18-004965,20171231,73612011.94,7178025.59,,41256000,23715000,3003000,11639001.44,
0,0001564590-18-004969,20101231,,,,,,1100000,,
0,0001564590-18-004969,20141231,23289000,,,,,,41521000,
0,0001564590-18-004969,20151231,168418002.4,145270000,,-54245000,7606000,140717000,177386000,
0,0001564590-18-004969,20160331,,,,-5862000,,,,
0,0001564590-18-004969,20160630,,,,-4640000,,,,
0,0001564590-18-004969,20160930,,,,784000,,,,
0,0001564590-18-004969,20161231,1053203003,216228000,1316000,-80422000,337678000,166213000,29755000,
0,0001564590-18-004969,20170331,,,,-6852000,,,,
0,0001564590-18-004969,20170630,,,,-726000,,,,
0,0001564590-18-004969,20170930,,,,5113000,,,,
0,0001564590-18-004969,20171231,1474008002,227336000,1316000,69367000,488239000,238785000,25405000,
0,0001564590-18-005014,20141231,33572000,,,,,,76367000,
0,0001564590-18-005014,20151231,145457013,230081000,,-152042000,11266000,365532000,-78233000,
0,0001564590-18-005014,20160331,,33597000,,-20863000,,,,
0,0001564590-18-005014,20160630,,34481000,,-21026000,,,,
0,0001564590-18-005014,20160930,,31854000,,-19945000,,,,
0,0001564590-18-005014,20161231,1179515008,443843014,,-116222000,518902000,602932000,-146422000,
0,0001564590-18-005014,20170331,,28971000,,-16395000,,,,
0,0001564590-18-005014,20170630,,21630000,,-9030000,,,,
0,0001564590-18-005014,20170930,,16131000,,-5586000,,,,
0,0001564590-18-005014,20171231,807929003.7,265259057.9,,93798000,352224000,535273000,-132636000,
0,0001564590-18-005016,20141231,19387000,,,,,,155459000,
0,0001564590-18-005016,20150331,308000,,,,,,,
0,0001564590-18-005016,20150630,,,,,13877000,,,
0,0001564590-18-005016,20151231,44401000,504697000,173760000,1020715000,241874000,169554000,212134000,
0,0001564590-18-005016,20160331,,,,90168000,,,,
0,0001564590-18-005016,20160630,,,,91534000,,,,
0,0001564590-18-005016,20160930,,,,85320000,,,,
0,0001564590-18-005016,20161231,939989000,489393000,402649000,1105233000,1248752000,602224000,982347000,
0,0001564590-18-005016,20170331,153000,,,94261000,,,,
0,0001564590-18-005016,20170630,62000,,,96737000,,,,
0,0001564590-18-005016,20170930,,,,81168000,,,,
0,0001564590-18-005016,20171231,946736000,553261000,478721000,1136739000,1245122000,1057544000,1102541000,
0,0001564590-18-005035,20141231,185465000,,,,,,540255000,
0,0001564590-18-005035,20150930,,,,22200000,,,,
0,0001564590-18-005035,20151231,184952000,802309000,,1389963000,20919000,682476000,691918000,
0,0001564590-18-005035,20160331,,,,207943000,,,-520000,
0,0001564590-18-005035,20160630,,,,209365000,,,-18279000,
0,0001564590-18-005035,20160930,,,,230391000,,,-12725000,
0,0001564590-18-005035,20161231,4800510000,1001417000,280599000,1398018000,2616534000,427552000,1357051000,
0,0001564590-18-005035,20170331,,,,194526000,,,-18904000,
0,0001564590-18-005035,20170630,,7590000,,240856000,,,-8196000,
0,0001564590-18-005035,20170930,39400000,34000,,226784000,,,-25195000,
0,0001564590-18-005035,20171231,5293604000,1271589000,292623000,461618800,2350491000,239516000,734661059.7,
0,0001564590-18-005040,20120331,14000000,,,,,,,
0,0001564590-18-005040,20130430,,,,1600000,,,,
0,0001564590-18-005040,20141231,258236001.7,104006.37,,,,,316952000,
0,0001564590-18-005040,20150630,,,,,55000000,,,
0,0001564590-18-005040,20151231,106130006.5,18154027.08,,-77771000,350475000,3820000,326690000.1,
0,0001564590-18-005040,20161231,536611005.3,10784025.54,,-62762000,272938000,521187000,469729000.3,
0,0001564590-18-005040,20171231,912236204.4,12152032.29,,50439000,299101000,358381000,521615000.3,
0,0001564590-18-005085,20140930,,,,,800000,,,
0,0001564590-18-005085,20141231,18162000,10.12,,,,,167982000,
0,0001564590-18-005085,20151231,181499004.4,87872047.11,220163000,1143115000,316582000,96383000,357610000,
0,0001564590-18-005085,20160331,,,,137816000,,,3100000,
0,0001564590-18-005085,20160531,,,,,,8100000,,
0,0001564590-18-005085,20160630,,,,150225000,,,4050000,
0,0001564590-18-005085,20160831,,,,,,5000000,,
0,0001564590-18-005085,20160930,,,,141098000,,,5804000,
0,0001564590-18-005085,20161231,1169179002,141611045.7,539667000,1289778000,1583982000,224611000,601574000,
0,0001564590-18-005085,20170331,,,,124618000,,,38000,
0,0001564590-18-005085,20170630,,,,127842000,,,5486000,
0,0001564590-18-005085,20170930,,,,115156000,,,3036000,
0,0001564590-18-005085,20171231,964012002.7,72508046.62,490235000,1266323000,1307447000,416064000,747991000,
0,0001564590-18-005087,20141231,17120000,,,,,,37325000,
0,0001564590-18-005087,20151231,11690000,43788000,10010000,115535000,973000,14386000,30023000,
0,0001564590-18-005087,20160331,,5865000,,11223000,,,,
0,0001564590-18-005087,20160630,,7420000,,12208000,,,,
0,0001564590-18-005087,20160930,,5674000,,17832000,,,,
0,0001564590-18-005087,20161231,349007000,351295000,6674000,260483000,110513000,73124000,-183075992.7,
0,0001564590-18-005087,20170331,,6146000,,13042000,,,,
0,0001564590-18-005087,20170630,,6662000,,19530000,,,,
0,0001564590-18-005087,20170930,,6802000,,15308000,,,,
0,0001564590-18-005087,20171231,267705006.1,354828032.8,9904000,185010000,124636000,82062000,-194015993.4,
0,0001564590-18-005110,20141231,53539000,,,,,,141602000,
0,0001564590-18-005110,20150228,,,,,,,25000000,
0,0001564590-18-005110,20150331,0.17,3200000,,,,,,
0,0001564590-18-005110,20150630,0.17,,,,,,,
0,0001564590-18-005110,20150731,,,,,,,25000000,
0,0001564590-18-005110,20150930,0.17,,,,,,,
0,0001564590-18-005110,20151231,85667000.17,454247000,74071000,1170819000,26452000,246437000,195409000.7,
0,0001564590-18-005110,20160229,,,,,,,26,
0,0001564590-18-005110,20160331,0.18,1000000,,81402000,,,,
0,0001564590-18-005110,20160630,0.18,,,106753000,,,,
0,0001564590-18-005110,20160831,,,,,,,27.04,
0,0001564590-18-005110,20160930,0.18,,,88091000,,,,
0,0001564590-18-005110,20161031,,,,,,,25000000,
0,0001564590-18-005110,20161231,1060530000,465829034.4,72315000,1489313000,958230000,406111000,617194000.7,
0,0001564590-18-005110,20170228,,,,,,,31.03,
0,0001564590-18-005110,20170331,0.19,,,83360000,,,,
0,0001564590-18-005110,20170630,0.19,,,106010000,,,,
0,0001564590-18-005110,20170831,,,,,,,31.71,
0,0001564590-18-005110,20170930,0.19,,,91071000,,,,
0,0001564590-18-005110,20171231,1100064000,535543173,79145000,1600268000,1006721000,596376000,1722665001,
0,0001564590-18-005116,20141231,30437000,,,,,,242925000,
0,0001564590-18-005116,20151231,70079000,407736000,15821000,484399000,109720000,74121000,151217000.8,
0,0001564590-18-005116,20160331,,,,105629000,,,3656000,
0,0001564590-18-005116,20160630,,,,112781000,14500000,,3773000,
0,0001564590-18-005116,20160831,,,,,115000000,,,
0,0001564590-18-005116,20160930,,,0,121896000,,,6534000,
0,0001564590-18-005116,20161031,,,,,56000000,,,
0,0001564590-18-005116,20161231,1219635038,382566000,15717000,666922000,767708000,595102000,607712002.8,
0,0001564590-18-005116,20170331,,,,110752000,,,2118000,
0,0001564590-18-005116,20170630,,,,131341000,,,6258000,
0,0001564590-18-005116,20170930,,,0,139052000,,,9739000,
0,0001564590-18-005116,20171231,1288365100,433275000,17319000,769780200,843359900,630118000,694835002.8,
0,0001564590-18-005123,20141231,876000,,,,,,531000,
0,0001564590-18-005123,20151130,39500000,,,,,,,
0,0001564590-18-005123,20151231,19130000,23370000,,-39616000,9527000,5011000,9672000,
0,0001564590-18-005123,20160331,56432000,,,,,,,
0,0001564590-18-005123,20161231,406572000,93772014.06,,-88339000,131909000,13909000,194272000,
0,0001564590-18-005123,20171231,305281000,92390056.6,,-52593000,93974000,19965000,65244013.95,
0,0001564590-18-005124,20141231,1056247017,,,,,,774327000,
0,0001564590-18-005124,20150331,,51608000,,-5098000,,21594000,,
0,0001564590-18-005124,20150630,,53213000,,-23830000,,19386000,,
0,0001564590-18-005124,20150930,22000000,280327000,,-217583000,1483000,-196602000,,
0,0001564590-18-005124,20151231,10234689043,1213956000,,-1971614000,27426000,859074000,608702000,
0,0001564590-18-005124,20160331,,41167000,,-18258000,,-3290000,,
0,0001564590-18-005124,20160630,,41342000,,-29972000,563000,-2289000,,
0,0001564590-18-005124,20160930,,39268000,,-12457000,,9761000,,
0,0001564590-18-005124,20161231,9473222031,406679000,,-331902000,2638371000,11809062000,1126118000,
0,0001564590-18-005124,20170331,,36923000,,1379000,5053000,24287000,,
0,0001564590-18-005124,20170430,,,,5000000,,,,
0,0001564590-18-005124,20170630,,39605000,,-12174000,,11564000,,
0,0001564590-18-005124,20170930,,34847000,,-16301000,,12838000,,
0,0001564590-18-005124,20171231,12200139016,383114000,,403211000,2596863000,12306729000,1370879000,
0,0001564590-18-005132,20141231,4204000,,,,,,-70441000,
0,0001564590-18-005132,20151231,18246000,45647000,,-33936000,19877000,4269000,-149641000,
0,0001564590-18-005132,20160331,,7580000,,-8006000,,,,
0,0001564590-18-005132,20160630,,7633000,,-8042000,,,,
0,0001564590-18-005132,20160930,,8542000,,-9000000,,,,
0,0001564590-18-005132,20161231,79413000,72462000,,-60243000,171374000,11703000,15205000,
0,0001564590-18-005132,20170331,,8564000,,-9073000,,,,
0,0001564590-18-005132,20170430,,,,86900000,11100010,,,
0,0001564590-18-005132,20170630,,8662000,,-9066000,,,,
0,0001564590-18-005132,20170930,,9747000,,-9953000,,,,
0,0001564590-18-005132,20171231,349840000,92831000,,-83266000,284865000,28412000,594338000,
0,0001564590-18-005134,20141231,30820000,,,,,,53062000,
0,0001564590-18-005134,20151231,78715000,127027000,84194000,152404000,1691000,96326000,94582000,
0,0001564590-18-005134,20160331,,,,26690000,,,,
0,0001564590-18-005134,20160630,,,,25874000,,,,
0,0001564590-18-005134,20160930,,,,29040000,,,,
0,0001564590-18-005134,20161231,333398000,142687000,85166000,177374000,210801000,127794000,187306000,
0,0001564590-18-005134,20170331,,,,31685000,,,,
0,0001564590-18-005134,20170630,,,,32703000,,,,
0,0001564590-18-005134,20170930,,,,33747000,,,,
0,0001564590-18-005134,20171231,367426000,163800000,85166000,229885000,213159000,383601000,210946000,
0,0001564590-18-005136,20150430,,,,,,6000000,,
0,0001564590-18-005136,20151231,25356000,,3922000,,,,12206000,
0,0001564590-18-005136,20160331,,,,-9345000,,,-5339000,
0,0001564590-18-005136,20160630,,,,5416000,,,-6405000,
0,0001564590-18-005136,20160930,,,,-10037000,,,-5384000,
0,0001564590-18-005136,20161231,520568001.8,451141024.4,3922000,-104695000,91198000,50363000,-350013000,
0,0001564590-18-005136,20170228,,,,,,600000,,
0,0001564590-18-005136,20170331,,,,-12811000,,,-7544000,
0,0001564590-18-005136,20170630,,,,-11129000,,,-6049000,
0,0001564590-18-005136,20170930,,,,-9147000,,,-4807000,
0,0001564590-18-005136,20171130,,,,8800000,,,,
0,0001564590-18-005136,20171231,325321001.1,463477145.2,3922000,-68150000,96828000,58794000,-373276000,
0,0001564590-18-005141,20141231,4160000,,,,,,146571000,
0,0001564590-18-005141,20151231,672954006,109848032.1,58887000,1245341001,-45762000,190500000,155925030.5,
0,0001564590-18-005141,20160331,,,,188830999.8,,,,
0,0001564590-18-005141,20160630,,,,192714000.4,,,,
0,0001564590-18-005141,20160930,,,,161173000,,,,
0,0001564590-18-005141,20161231,1138562003,100678041,59551000,1295057000,970610000,1301284000,237730031.4,
0,0001564590-18-005141,20170331,,,,184561000.2,,,,
0,0001564590-18-005141,20170630,,,,177530000.1,,,,
0,0001564590-18-005141,20170930,,,,180770000.2,,,,
0,0001564590-18-005141,20171231,1142225004,123031073.4,60723000,1271792999,1142713000,1173735000,238589031.4,
0,0001564590-18-005145,20160731,13428000,,,,,4300000,,
0,0001564590-18-005145,20170131,102763000.1,176706000,,414512000,-2132000,47458000,23977000,
0,0001564590-18-005145,20170731,2074195000,,224391000,,2636498000,450913000,347432000,
0,0001564590-18-005145,20171031,,22000000,,,,,,
0,0001564590-18-005145,20180131,2085226000,242494000,230214000,614467000,2214615000,541880000,997528000,
0,0001564590-18-005146,20141231,22186000,,,,,,13802000,
0,0001564590-18-005146,20150630,,,,900000,,,,
0,0001564590-18-005146,20150930,,,,600000,,,,
0,0001564590-18-005146,20151231,47764000,87103000,,-105651000,-1107000,19189000,89669000,
0,0001564590-18-005146,20160331,,,,640000,,,-20172000,
0,0001564590-18-005146,20160630,,,,610000,,,-20892000,
0,0001564590-18-005146,20160930,,,,610000,,,-17908000,
0,0001564590-18-005146,20161031,,,,,,,53800000,
0,0001564590-18-005146,20161231,622059000,752862013.5,,-125901000,98755000,16729000,-609143000,
0,0001564590-18-005146,20170331,,,,669000,,,-19668000,
0,0001564590-18-005146,20170630,,,,,,,-17683997.38,
0,0001564590-18-005146,20170930,,,,,,,-20318000,
0,0001564590-18-005146,20171231,633304000,734349003.3,,-109883000,75020000,18201000,-601483000,
0,0001564590-18-005150,20141231,4008000,,,,,,5987000,
0,0001564590-18-005150,20151231,184782000,82523000,,-5023003.74,2337000,3567000,61707000,
0,0001564590-18-005150,20160229,,,,30600000,,,,
0,0001564590-18-005150,20161231,145001000,123562000,,-116677002.8,66509000,7590000,-1483000,
0,0001564590-18-005150,20171231,718359000,308967000,,-101229004.5,162505000,76978000,116067000,
0,0001564590-18-005152,20141231,41021000,431635089.6,,,,,117048000,
0,0001564590-18-005152,20150331,,,,-52454000,,,-52454000,
0,0001564590-18-005152,20150630,,,,-64694000,,,-64694000,
0,0001564590-18-005152,20150930,,,,-60417000,,,-60417000,
0,0001564590-18-005152,20151231,127744141.9,924035542.8,,-737669000,-11999000,34736000,371674000,
0,0001564590-18-005152,20160331,,,,-70972000,,,-70972000,
0,0001564590-18-005152,20160630,,,,-66597000,,,-66597000,
0,0001564590-18-005152,20160930,,,,-65781000,,,-65781000,
0,0001564590-18-005152,20161231,2522966224,1095526451,,-770418000,394391000,79393000,395970000,
0,0001564590-18-005152,20170331,,,,72865000,,,72865000,
0,0001564590-18-005152,20170630,,,,77832000,,,77832000,
0,0001564590-18-005152,20170930,,,,83257000,,,77180000,
0,0001564590-18-005152,20171231,2231771148,1596269508,,-589357000,596765000,215981000,-67441000,
0,0001564590-18-005154,20141231,45720000,,,,,,59864000,
0,0001564590-18-005154,20151231,143224000,65599003.6,,-80854000,3393000,-18530000,142561000,
0,0001564590-18-005154,20160331,,,,-21002000,,,,
0,0001564590-18-005154,20160630,,,,-28362000,,,,
0,0001564590-18-005154,20160930,,,,-30842000,,,,
0,0001564590-18-005154,20161231,611730000,217542028.9,3631000,-160039000,219087000,148331000,315138000,
0,0001564590-18-005154,20170331,,,,-36360000,,,,
0,0001564590-18-005154,20170630,,,,-45580000,,,,
0,0001564590-18-005154,20170930,,,,-50219000,,,,
0,0001564590-18-005154,20171231,881916000,490028073.8,3631000,-172418000,252152000,91725000,342093000,
0,0001564590-18-005156,20151231,21588000,,,,,,-36576000,
0,0001564590-18-005156,20161231,729135000,595108012.2,,288386993,311296000,257149000,-489015000,
0,0001564590-18-005156,20171231,864645000,584093032,,276964998.7,407494000,271326000,-428643000,
0,0001564590-18-005161,20020731,,,,,,,5000000,
0,0001564590-18-005161,20120131,1.31,4,,,,,,
0,0001564590-18-005161,20121231,3100000.1,,,,0.1,,0.1,
0,0001564590-18-005161,20131130,3100000,,,,,,,
0,0001564590-18-005161,20131231,0.1,,,,,,,
0,0001564590-18-005161,20141130,3500000,,,,,,,
0,0001564590-18-005161,20141231,14608000,,,,,,89788000.12,
0,0001564590-18-005161,20150630,3100000,,,,,,,
0,0001564590-18-005161,20151231,77205000,293107000,105718000,932029000,33138000,73416000,135968000.2,
0,0001564590-18-005161,20160331,,,,73595000,,7199000,,
0,0001564590-18-005161,20160430,,,,,,,14.77,
0,0001564590-18-005161,20160630,4000000,,,82262000,,8528000,,
0,0001564590-18-005161,20160930,,,,81305000,,8870000,,
0,0001564590-18-005161,20161231,546099000.2,311253000,101302000,1167300000,478670000.3,153956000,517985014.9,
0,0001564590-18-005161,20170331,,,,80907000,,7874000,,
0,0001564590-18-005161,20170630,4600000,,,78940000,,6337000,,
0,0001564590-18-005161,20170930,,,,79110000,,7690000,,
0,0001564590-18-005161,20171231,643280000,306717000,147982000,1144498000,514630000.3,186252000,965569015.4,
0,0001564590-18-005187,20140430,,,,,,,0.01,
0,0001564590-18-005187,20141231,58106000,2.9,,,,,163190000,
0,0001564590-18-005187,20150430,,,,,,,0.01,
0,0001564590-18-005187,20151031,,,,,,,50000000,
0,0001564590-18-005187,20151231,222422019.2,482209032.3,,1001598000,52139000,228789000,416890000,
0,0001564590-18-005187,20160331,,,,118494000,,,,
0,0001564590-18-005187,20160630,,,,138196000,,,,
0,0001564590-18-005187,20160930,,,,113794000,,,,
0,0001564590-18-005187,20161231,1545144153,438032051.9,,719138000,979586000,642979000,640494000,
0,0001564590-18-005187,20170331,,,,60761000,,,,
0,0001564590-18-005187,20170630,,,,73047000,,,,
0,0001564590-18-005187,20170930,,,,-112452000,,,,
0,0001564590-18-005187,20171231,1130931838,684216075.2,,-359893000,1181516000,673546000,-24697999.98,
0,0001564590-18-005224,20141231,18545702,,,,,,51499595,
0,0001564590-18-005224,20150131,200000,,,,,,,
0,0001564590-18-005224,20150331,,,,19028999.69,,,,
0,0001564590-18-005224,20150630,,,,-12942000.27,,,,
0,0001564590-18-005224,20150930,,,,-11644000.24,,,,
0,0001564590-18-005224,20151231,6205781,54499890,,-34898492.34,10941133,7443180,28237925,
0,0001564590-18-005224,20160331,,,,-14761000.29,,,,
0,0001564590-18-005224,20160630,,,,-10179000.18,,,,
0,0001564590-18-005224,20160930,,,,-16655000.24,,,,
0,0001564590-18-005224,20161231,639109609,62135550,14869399,-36172148.27,224550744,9872693,265796589,
0,0001564590-18-005224,20170331,,,,-21130000.3,,,,
0,0001564590-18-005224,20170630,,,,-19526000.27,,,,
0,0001564590-18-005224,20170930,,,,-22667000.28,,,,
0,0001564590-18-005224,20171231,763058868,194794540,14869399,-1165302,271622641,12156029,281420776,
0,0001564590-18-005246,20141231,293177000,,,,,,-102140000,
0,0001564590-18-005246,20151231,860468034.1,381918000,,-666447013.3,262597000,44103000,-399339000,
0,0001564590-18-005246,20160331,,28002000,,-76188003.31,,6452000,-37715000,
0,0001564590-18-005246,20160630,,27695000,,-102383004,,8138000,-51633000,
0,0001564590-18-005246,20160930,,29056000,,-56913002.33,,6448000,-26845000,
0,0001564590-18-005246,20161231,1072091058,398270057.7,,-768304014.6,905441000,162776000,-855775000,
0,0001564590-18-005246,20170331,,21605000,,-58892002.27,,5634000,-29206000,
0,0001564590-18-005246,20170630,,19751000,,481917038.6,,26198000,-29646000,
0,0001564590-18-005246,20170930,,13598000,,-2220999.76,,3366000,-5323000,
0,0001564590-18-005246,20171231,2879466015,491064171.6,,2260581035,410867000,201024000,151008000,
0,0001564590-18-005252,20160331,,,,100000,,,,
0,0001564590-18-005252,20161231,10612000,2328004.92,,-1755000,11105000,503000,901000,
0,0001564590-18-005252,20170331,,,,,,,0,
0,0001564590-18-005252,20170731,,,,,5349000,,0,
0,0001564590-18-005252,20171231,254034000,72199017.51,,-20398000,63092000,2649000,148315007.8,
0,0001564590-18-005286,20141231,32780000,,,,,,104078000,
0,0001564590-18-005286,20151231,88963006.07,120773000,,-118481000,4877000,18552000,296786000,
0,0001564590-18-005286,20160331,,26046000,,-51596000,,,,
0,0001564590-18-005286,20160630,,36188000,,-71558000,,,,
0,0001564590-18-005286,20160930,,36182000,,-72616000,,,,
0,0001564590-18-005286,20161231,2297675005,395831955.9,,78097000,729603000,33603000,270208000,
0,0001564590-18-005286,20170331,,65837000,,-68221000,,,,
0,0001564590-18-005286,20170630,,50656000,,-14516000,,,,
0,0001564590-18-005286,20170930,,65459000,,-4985000,,,,
0,0001564590-18-005286,20171231,1918490008,1214944474,,384147000,1387800000,164101526,843452000,
0,0001564590-18-005290,20120531,,,,,,,200000,
0,0001564590-18-005290,20141231,59104000,,,,,,57591000,
0,0001564590-18-005290,20150331,,,,,130000,,,
0,0001564590-18-005290,20150630,,,,7000000,,,,
0,0001564590-18-005290,20150731,,16800000,,221500000,,,,
0,0001564590-18-005290,20151130,,,,,,,50000000,
0,0001564590-18-005290,20151231,421556000,894210000,,-908898000,4426000,241431000,531399000,
0,0001564590-18-005290,20160331,,31622000,,-62287000,,,,
0,0001564590-18-005290,20160630,,34977000,,-68950000,,,,
0,0001564590-18-005290,20160930,,32787000,,-64660000,,,,
0,0001564590-18-005290,20161231,1201608000,683455000,,-366381000,376841000,166254000,499865000,
0,0001564590-18-005290,20170331,,25475000,,-49968000,,,33100003.5,
0,0001564590-18-005290,20170531,,,,,,,29100003.92,
0,0001564590-18-005290,20170630,,23834000,,-47258000,,,21800004.18,
0,0001564590-18-005290,20170930,,24450000,,-48403000,,,,
0,0001564590-18-005290,20171130,,,,,,,20600004.87,
0,0001564590-18-005290,20171231,1307779000,418733000,,-181416000,334319000,355442000,392668009.1,
0,0001564590-18-005291,20141231,18352899,11134000,,,,,178991000,
0,0001564590-18-005291,20151231,123401138,284161163,,523816870,-7648000,759421085,702731000,
0,0001564590-18-005291,20160331,,,,-18310000,,,0,
0,0001564590-18-005291,20160630,,,,-7552000,,,0,
0,0001564590-18-005291,20160930,,,,40811000,,,0,
0,0001564590-18-005291,20161231,1668222000,245551729,,1004777966,3098255000,4244386449,3218777000,
0,0001564590-18-005291,20170131,,,,,,,32600000,
0,0001564590-18-005291,20170331,,,,80750000,,,20252000,
0,0001564590-18-005291,20170630,,,,98617000,500000000,,25979000,
0,0001564590-18-005291,20170930,,,,144281000,725000000,,-10804000,
0,0001564590-18-005291,20171231,3817227273,407174336,,1180819713,8214494000,8209793996,3835836000,
0,0001564590-18-005293,20141231,,,,,80000000,,,
0,0001564590-18-005293,20151231,15610000,,,,,,82103000,
0,0001564590-18-005293,20160430,,,,,12500000,,,
0,0001564590-18-005293,20161231,309710003.1,54092000,,5144000,121565000,8756000,113824000,
0,0001564590-18-005293,20170531,,,,,20000000,,,
0,0001564590-18-005293,20170831,,,,,,,53500000,
0,0001564590-18-005293,20171031,,,,,300000,,,
0,0001564590-18-005293,20171231,403468004.8,73226000,,4266000,189505000,13296000,267519000,
0,0001564590-18-005295,20141231,180300000,,,,,,781100000,
0,0001564590-18-005295,20150930,,,,,,12000000,,
0,0001564590-18-005295,20151231,100400000.6,1342900000,,1783200000,-7400000,1360200000,247200000,
0,0001564590-18-005295,20160331,,,,355000000,,,,
0,0001564590-18-005295,20160630,,,,413300000,,,,
0,0001564590-18-005295,20160930,,,,453800000,,,,
0,0001564590-18-005295,20161231,5717000001,1328900000,,2353900000,3566300000,6334500000,828000000,
0,0001564590-18-005295,20170331,,,,510000000,,,,
0,0001564590-18-005295,20170630,,,,767700000,,,,
0,0001564590-18-005295,20170930,,,,690500000,-7100000,,,
0,0001564590-18-005295,20171231,10837300001,1445100000,,4192100000,6073700000,7389000000,2109000000,
0,0001564590-18-005298,20141231,94775000,,10100000,,110015000,,251450000,
0,0001564590-18-005298,20150331,3000000,,,,,,,
0,0001564590-18-005298,20151231,166859000,79442000,0,-89642000,230283000,39057000,-252570000,
0,0001564590-18-005298,20160331,,,,30600000,,,,
0,0001564590-18-005298,20160630,,,,37600000,,,,
0,0001564590-18-005298,20160930,,,,53000000,,,,
0,0001564590-18-005298,20161231,1405001000,76738000,27156000,261931000,1060605000,562666000,708008000.1,
0,0001564590-18-005298,20170331,,,,56700000,,,,
0,0001564590-18-005298,20170630,,,,122300000,,,,
0,0001564590-18-005298,20170930,,,,70500000,,,,
0,0001564590-18-005298,20171231,1728355000,80373000,70856000,704600000,1210610000,772363000,1551338000,
0,0001564590-18-005299,20141231,11267000,,,,,,-150623000,
0,0001564590-18-005299,20150731,,93000,,,,,0.01,
0,0001564590-18-005299,20151031,250000,,,,,,,
0,0001564590-18-005299,20151231,47345003.13,79815000,,-18786000,52320000,29482000,286229000,
0,0001564590-18-005299,20161231,392717002.7,108797002.6,,19082000,265019000,82240000,-136864000,
0,0001564590-18-005299,20171231,708026003.4,284610021.2,,51596000,413409000,95341000,-56868999.98,
0,0001564590-18-005304,20151231,,2100000,,,6100000,616800000,,
0,0001564590-18-005304,20160630,39300000,,,,,,,
0,0001564590-18-005304,20161231,1900000,500000,,,22100000,183400000,,
0,0001564590-18-005304,20170430,2976261000,385349000,,,2293919000,1477122000,767788000,
0,0001564590-18-005304,20170630,,,,43237000,,,-906000,
0,0001564590-18-005304,20170930,,,,54474000,,,-7536000,
0,0001564590-18-005304,20171231,13301073000,1328235000,,507324000,2285564000,2945831000,407407000,
0,0001564590-18-005308,20140228,,,,,9600000,,,
0,0001564590-18-005308,20141231,2073000,,,,,,2027000,
0,0001564590-18-005308,20150930,,,,,,,10000,
0,0001564590-18-005308,20151231,496290000,32837000,,44251000,3028000,13741000,275329000,
0,0001564590-18-005308,20160331,,7952000,,-15799000,,,,
0,0001564590-18-005308,20160630,,12055000,,-22786000,,,,
0,0001564590-18-005308,20160930,,17625000,,-34376000,,,,
0,0001564590-18-005308,20161231,545634000,135368000,,-177176000,231185000,47663000,224084000,
0,0001564590-18-005308,20170331,,20590000,,-40234000,,,,
0,0001564590-18-005308,20170630,,25770000,,-49111000,,,,
0,0001564590-18-005308,20170930,,27668000,,-52451000,,,,
0,0001564590-18-005308,20171231,677280000,252540000,,-262894000,288597000,232726000,587007000,
0,0001564590-18-005317,20141231,837352000,,,,150000000,,526618000,
0,0001564590-18-005317,20151231,3450412000,1263487000,,-2481374000,826449000,1655468000,-2439740000,
0,0001564590-18-005317,20160331,,95086000,,-76084000,,19002000,-85312000,
0,0001564590-18-005317,20160630,,39767000,,-4377000,,35390000,-36906000,
0,0001564590-18-005317,20160930,,57089000,,-9670000,,47419000,-18856000,
0,0001564590-18-005317,20161231,6274889000,2864591000,,-395621000,4015742000,5340407000,75160000,
0,0001564590-18-005317,20170331,,56202000,,8390000,,64592000,76000,
0,0001564590-18-005317,20170630,,55847000,,14413000,,70260000,10690000,
0,0001564590-18-005317,20170930,,71742000,,7629000,,79371000,-14602000,
0,0001564590-18-005317,20171231,4942218000,3377509000,,1164948000,3909306000,6665955000,-72891000,
0,0001564590-18-005318,20141231,4529000,,,,,,-5327000,
0,0001564590-18-005318,20151231,28779000,104096008.7,7839000,101182000,4443000,21450000,-33685000,
0,0001564590-18-005318,20161231,465060012.4,274933050.7,9676000,251083000,255691000,40599000,-60948000,
0,0001564590-18-005318,20171130,,,0,,,,,
0,0001564590-18-005318,20171231,927677019.3,447027081.5,31784000,256692000,996499000,202351000,-55405000,
0,0001564590-18-005321,20160331,3849000,,,,,,-15000,
0,0001564590-18-005321,20161231,38868000,19584000,,-45695000,25148000,-6389000,22971000,
0,0001564590-18-005321,20170731,,,,,,20000000,,
0,0001564590-18-005321,20171231,115066000,43895000,,-103536000,52660000,-16433000,66095000,
